YearlyIncome__minmax,NumberCarsOwned__minmax,TotalChildren__minmax,NumberChildrenAtHome__minmax,HomeOwnerFlag__minmax,Gender,MaritalStatus,Occupation,Education
0.06721498944405349,0.0,0.3333333333333333,0.0,0.0,M,M,Manual,Partial College
0.27450738916256157,0.2,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,High School
0.01555242786769881,0.0,0.3333333333333333,0.0,1.0,M,M,Manual,High School
0.4544598874032372,0.6000000000000001,0.0,0.0,0.0,F,S,Clerical,High School
0.6840693173821253,0.6000000000000001,0.6666666666666666,0.6666666666666666,1.0,M,M,Management,Bachelors
0.24937543983110486,0.4,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.0034394792399718432,0.2,0.0,0.0,0.0,F,S,Manual,Partial College
0.04829345531315973,0.0,0.3333333333333333,0.3333333333333333,1.0,M,M,Manual,High School
0.04269000703729767,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,Partial High School
0.08136875439831107,0.0,0.0,0.0,0.0,M,S,Manual,Bachelors
0.28833567909922586,0.2,0.3333333333333333,0.3333333333333333,0.0,F,M,Skilled Manual,Graduate Degree
0.7293015482054891,0.0,0.0,0.0,0.0,M,S,Management,Partial College
0.9232054890921885,0.4,0.3333333333333333,0.3333333333333333,1.0,F,M,Professional,Bachelors
0.28845883180858556,0.4,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.2350545390570021,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.9326442646023926,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.07103272343420128,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.27577410274454606,0.2,0.3333333333333333,0.0,1.0,F,S,Skilled Manual,High School
0.28823011963406053,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.5007389162561576,0.4,0.3333333333333333,0.0,1.0,F,M,Clerical,Bachelors
0.5007389162561576,0.4,0.3333333333333333,0.0,1.0,F,M,Clerical,Bachelors
0.26582512315270934,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial High School
0.06801548205489091,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,High School
0.7252638986629134,0.6000000000000001,0.3333333333333333,0.0,1.0,F,S,Management,Partial College
0.4804802955665025,0.2,0.6666666666666666,0.6666666666666666,1.0,F,M,Clerical,High School
0.2563511611541168,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Partial High School
0.09355207600281493,0.0,0.3333333333333333,0.3333333333333333,0.0,M,M,Manual,Bachelors
0.2517065446868403,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,Bachelors
0.76786593947924,0.2,0.0,0.0,0.0,M,S,Management,Partial College
0.03794862772695287,0.2,0.6666666666666666,0.0,1.0,M,M,Manual,Partial College
0.2760819845179451,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Skilled Manual,Bachelors
0.6792047853624208,0.6000000000000001,0.0,0.0,1.0,F,S,Management,Partial College
0.4998504574243491,0.4,0.0,0.0,0.0,F,S,Clerical,Partial College
0.2530348346235045,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Skilled Manual,High School
0.31204257565095006,0.4,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.6999648135116115,0.4,0.0,0.0,1.0,M,S,Management,Bachelors
0.060555946516537645,0.0,0.3333333333333333,0.3333333333333333,1.0,F,M,Manual,High School
0.23641801548205485,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.5050668543279381,0.4,0.0,0.0,1.0,F,S,Clerical,Partial College
0.032336382828993676,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Manual,High School
0.49744897959183676,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Clerical,Graduate Degree
0.07493842364532019,0.0,0.0,0.0,1.0,F,S,Manual,Partial High School
0.03150070372976779,0.0,0.0,0.0,0.0,F,S,Manual,Partial College
0.0678835327234342,0.0,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,High School
0.482899366643209,0.2,0.6666666666666666,0.6666666666666666,1.0,M,M,Clerical,Graduate Degree
0.4732582688247713,0.2,0.3333333333333333,0.3333333333333333,1.0,F,S,Clerical,Bachelors
0.08757037297677692,0.2,0.0,0.0,0.0,F,S,Manual,Graduate Degree
0.9766185784658691,0.6000000000000001,0.0,0.0,0.0,M,S,Professional,Graduate Degree
0.2473082336382829,0.2,0.0,0.0,1.0,F,S,Skilled Manual,High School
0.5298997185080929,0.0,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.9131509500351865,0.6000000000000001,0.6666666666666666,0.0,1.0,M,M,Professional,Bachelors
0.32014426460239265,0.2,0.6666666666666666,0.6666666666666666,1.0,F,M,Skilled Manual,Partial High School
0.7613036593947924,0.6000000000000001,0.0,0.0,1.0,M,S,Management,Bachelors
0.25721323011963404,0.0,0.3333333333333333,0.3333333333333333,1.0,F,M,Skilled Manual,Bachelors
0.25721323011963404,0.0,0.3333333333333333,0.3333333333333333,1.0,F,M,Skilled Manual,Bachelors
0.7144000703729768,0.6000000000000001,0.0,0.0,1.0,F,S,Management,Partial College
0.2867874736101337,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial High School
0.7092452498240676,0.4,0.3333333333333333,0.0,1.0,F,M,Management,Partial College
0.022633708655876134,0.2,0.0,0.0,0.0,M,S,Manual,High School
0.5400510204081632,0.4,1.0,0.0,1.0,M,M,Clerical,Graduate Degree
0.3138106966924701,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.08538881069669249,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Manual,Graduate Degree
0.30117874736101335,0.4,0.0,0.0,0.0,F,M,Skilled Manual,High School
0.9486013370865588,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,M,M,Professional,Bachelors
0.4972026741731175,0.6000000000000001,0.3333333333333333,0.0,1.0,M,S,Clerical,Partial College
0.6850721323011963,0.2,0.0,0.0,0.0,F,S,Management,Partial College
0.687112948627727,0.4,0.0,0.0,1.0,F,S,Management,Graduate Degree
0.28925052779732585,0.0,0.3333333333333333,0.3333333333333333,0.0,M,M,Skilled Manual,Bachelors
0.26732934553131593,0.4,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Bachelors
0.09616467276565796,0.2,0.0,0.0,0.0,F,S,Manual,Graduate Degree
0.7249912033779029,0.4,0.0,0.0,0.0,F,S,Management,Bachelors
0.7077146375791696,0.0,0.0,0.0,1.0,M,M,Management,Bachelors
0.05736277269528503,0.2,0.0,0.0,0.0,M,S,Manual,Partial High School
0.5066062631949332,0.0,0.0,0.0,0.0,F,M,Clerical,High School
0.750994018296974,0.4,0.0,0.0,1.0,M,S,Management,Graduate Degree
0.22986453201970444,0.2,0.6666666666666666,0.6666666666666666,1.0,F,M,Skilled Manual,Partial High School
0.9458743842364531,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,F,M,Professional,Bachelors
0.9643648838845883,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.9725721323011963,0.4,0.0,0.0,1.0,F,S,Professional,Graduate Degree
0.28443877551020413,0.2,0.0,0.0,0.0,F,S,Skilled Manual,High School
0.7728272343420126,0.2,0.0,0.0,0.0,M,S,Management,Bachelors
0.4906667839549613,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.48547677691766367,0.4,0.6666666666666666,0.0,1.0,F,M,Clerical,Bachelors
0.7166871921182266,0.4,0.3333333333333333,0.0,1.0,F,S,Management,Bachelors
0.23188775510204082,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Bachelors
0.48670830401125964,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Graduate Degree
0.08675228712174524,0.0,0.3333333333333333,0.0,0.0,F,M,Manual,Partial High School
0.46770760028149194,0.2,0.0,0.0,0.0,F,S,Clerical,Partial College
0.6811576354679802,0.6000000000000001,0.0,0.0,1.0,M,M,Management,Bachelors
0.3242258972554539,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.0806826178747361,0.2,0.0,0.0,0.0,M,S,Manual,Partial College
0.24284834623504573,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.7104152005629838,0.2,0.0,0.0,0.0,F,S,Management,Bachelors
0.7118666432090077,0.4,0.6666666666666666,0.0,1.0,F,M,Management,Partial College
0.7464197748064743,0.4,0.3333333333333333,0.3333333333333333,1.0,M,M,Management,Partial College
0.7666695988740324,0.2,0.0,0.0,0.0,M,S,Management,Graduate Degree
0.047580928923293436,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Partial College
0.7404644616467276,0.4,1.0,0.0,1.0,M,M,Management,Graduate Degree
0.7587086558761436,0.4,0.0,0.0,1.0,F,S,Management,Partial College
0.042434904996481365,0.0,0.3333333333333333,0.3333333333333333,1.0,F,S,Manual,Graduate Degree
0.5005629838142154,0.4,0.0,0.0,0.0,M,S,Clerical,Partial College
0.5471323011963406,0.2,0.0,0.0,1.0,M,S,Clerical,High School
0.48686664320900774,0.2,0.0,0.0,0.0,M,S,Clerical,Graduate Degree
0.2787649542575651,0.2,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,Partial College
0.2696780436312456,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Bachelors
0.9369106263194934,0.4,0.0,0.0,1.0,F,M,Professional,Graduate Degree
0.23919774806474312,0.4,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Partial High School
0.007881773399014774,0.2,0.6666666666666666,0.0,1.0,M,M,Manual,Partial College
0.02175404644616466,0.2,0.0,0.0,0.0,M,S,Manual,Bachelors
0.2754750175932442,0.2,0.0,0.0,0.0,M,S,Skilled Manual,High School
0.06319493314567207,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Bachelors
0.7085503166783955,0.6000000000000001,0.0,0.0,1.0,F,M,Management,Bachelors
0.9099401829697397,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Professional,Graduate Degree
0.2600721323011963,0.4,0.3333333333333333,0.3333333333333333,1.0,F,S,Skilled Manual,High School
0.22409394792399714,0.2,0.0,0.0,0.0,F,S,Skilled Manual,High School
0.2820021111893033,0.4,0.3333333333333333,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.4984166080225193,0.0,0.3333333333333333,0.3333333333333333,1.0,F,S,Clerical,Partial College
0.9726073187895848,0.4,0.0,0.0,0.0,M,S,Professional,Bachelors
0.6950035186488388,0.6000000000000001,0.0,0.0,1.0,F,M,Management,Bachelors
0.29537297677691765,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.2533866995073891,0.2,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.6836294862772695,0.6000000000000001,0.6666666666666666,0.0,1.0,F,M,Management,Bachelors
0.7335327234342013,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,F,M,Management,Partial College
0.4562368050668544,0.4,0.0,0.0,0.0,F,S,Clerical,High School
0.5002902885292048,0.4,0.3333333333333333,0.0,1.0,F,M,Clerical,Partial College
0.9173469387755101,0.2,0.0,0.0,1.0,F,S,Professional,Graduate Degree
0.09810872624912034,0.0,0.0,0.0,0.0,M,S,Manual,Partial College
0.4892505277973258,0.6000000000000001,0.0,0.0,1.0,F,S,Clerical,Partial College
0.08554714989444054,0.0,0.6666666666666666,0.6666666666666666,1.0,F,M,Manual,High School
0.2834271639690359,0.2,0.0,0.0,1.0,M,S,Skilled Manual,High School
0.3173645320197045,0.4,0.3333333333333333,0.3333333333333333,1.0,M,M,Skilled Manual,Partial High School
0.2858726249120338,0.0,0.0,0.0,0.0,M,M,Skilled Manual,High School
0.6948803659394792,0.4,0.0,0.0,0.0,M,S,Management,Bachelors
0.0620953553835327,0.0,0.6666666666666666,0.0,1.0,M,M,Manual,High School
0.22746305418719212,0.4,0.0,0.0,0.0,F,M,Skilled Manual,High School
0.46947572132301196,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.06869282195636875,0.2,0.0,0.0,0.0,M,S,Manual,Partial High School
0.04116819141449682,0.2,0.3333333333333333,0.3333333333333333,1.0,M,M,Manual,Partial College
0.2636259676284307,0.2,0.3333333333333333,0.3333333333333333,1.0,M,S,Skilled Manual,Partial College
0.07679451090781139,0.0,0.0,0.0,0.0,F,S,Manual,Partial College
0.27882653061224494,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.942338142153413,0.4,0.0,0.0,1.0,M,S,Professional,Graduate Degree
0.24302427867698803,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.47954785362420826,0.0,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Bachelors
0.5078465869106263,0.4,0.3333333333333333,0.0,1.0,M,M,Clerical,Bachelors
0.4600105559465165,0.0,0.0,0.0,1.0,M,S,Clerical,Partial College
0.2517857142857143,0.2,0.3333333333333333,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.5421885995777621,0.2,0.6666666666666666,0.0,1.0,F,M,Clerical,Graduate Degree
0.01216572836030963,0.0,0.0,0.0,0.0,F,S,Manual,High School
0.23922413793103445,0.0,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Bachelors
0.5099841660802252,0.4,0.6666666666666666,0.0,1.0,M,M,Clerical,Partial College
0.5090077410274455,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.2530436312456017,0.2,0.3333333333333333,0.3333333333333333,1.0,F,S,Skilled Manual,Bachelors
0.9474049964813512,0.4,0.0,0.0,1.0,F,S,Professional,Graduate Degree
0.3073187895847994,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Partial High School
0.2620073891625616,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Partial College
0.5248328641801548,0.2,0.6666666666666666,0.0,1.0,M,M,Clerical,Partial College
0.9111365235749472,0.4,0.0,0.0,1.0,M,S,Professional,Bachelors
0.708814215341309,0.4,0.0,0.0,0.0,F,S,Management,Bachelors
0.46170830401125973,0.4,0.0,0.0,0.0,F,S,Clerical,Partial College
0.6975633356790992,0.6000000000000001,0.0,0.0,1.0,F,M,Management,Graduate Degree
0.5081544686840254,0.4,0.0,0.0,0.0,F,S,Clerical,Partial College
0.3162913441238564,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.5036242083040112,0.0,0.0,0.0,1.0,F,S,Clerical,High School
0.5095531315974666,0.2,0.0,0.0,0.0,M,S,Clerical,Partial College
0.2790816326530612,0.4,0.0,0.0,0.0,F,M,Skilled Manual,Bachelors
0.7379046446164673,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,F,M,Management,Graduate Degree
0.021384588318085845,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Manual,Partial College
0.25029908515130184,0.2,0.0,0.0,1.0,F,S,Skilled Manual,High School
0.25053659394792394,0.0,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Partial High School
0.27660978184377205,0.2,0.0,0.0,0.0,F,M,Skilled Manual,High School
0.5286593947923998,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,High School
0.7357230823363828,0.2,0.0,0.0,1.0,F,S,Management,Bachelors
0.7451882477128783,0.8,0.6666666666666666,0.0,1.0,M,M,Management,Graduate Degree
0.6907459535538353,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Management,Partial College
0.25329873328641805,0.2,0.0,0.0,0.0,F,S,Skilled Manual,High School
0.9541520056298382,0.4,0.0,0.0,1.0,F,S,Professional,Bachelors
0.473926812104152,0.2,0.0,0.0,1.0,M,S,Clerical,Bachelors
0.5159130893736805,0.4,0.6666666666666666,0.0,1.0,F,M,Clerical,Partial College
0.2584975369458128,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Bachelors
0.4601776917663617,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.014839901477832512,0.0,0.6666666666666666,0.6666666666666666,1.0,M,M,Manual,High School
0.32622273047149897,0.0,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.26091660802251937,0.2,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.5083919774806475,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Bachelors
0.30710767065446865,0.0,1.0,0.0,1.0,F,M,Skilled Manual,Bachelors
0.013819493314567194,0.0,0.3333333333333333,0.3333333333333333,0.0,F,M,Manual,Partial College
0.26949331456720615,0.0,0.0,0.0,1.0,M,S,Skilled Manual,High School
0.23108726249120334,0.0,0.0,0.0,1.0,M,S,Skilled Manual,Partial College
0.5502990851513019,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Graduate Degree
0.49681562280084446,0.4,0.6666666666666666,0.0,1.0,F,M,Clerical,Partial College
0.26744370161857844,0.0,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.06587790288529202,0.2,0.0,0.0,0.0,F,S,Manual,Partial College
0.9781667839549614,0.4,0.6666666666666666,0.6666666666666666,1.0,F,M,Professional,Bachelors
0.030955313159746672,0.2,1.0,0.0,1.0,M,M,Manual,Graduate Degree
0.46477832512315276,0.2,0.3333333333333333,0.0,1.0,M,M,Clerical,Partial College
0.25199683321604505,0.0,0.0,0.0,0.0,M,S,Skilled Manual,Partial College
0.6736805066854328,0.4,0.0,0.0,1.0,F,S,Management,Partial College
0.28941766361717103,0.2,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Bachelors
0.7107670654468684,0.4,0.0,0.0,1.0,M,M,Management,Bachelors
0.9418631245601689,0.2,0.6666666666666666,0.0,1.0,M,M,Professional,Graduate Degree
0.31766361717100633,0.0,0.6666666666666666,0.6666666666666666,1.0,F,M,Skilled Manual,Partial College
0.9626671358198452,0.4,0.3333333333333333,0.3333333333333333,1.0,M,S,Professional,Graduate Degree
0.23341836734693874,0.2,0.0,0.0,0.0,F,S,Skilled Manual,High School
0.9111717100633357,0.6000000000000001,0.0,0.0,1.0,F,S,Professional,Graduate Degree
0.23350633356790992,0.2,0.0,0.0,1.0,F,S,Skilled Manual,High School
0.722158691062632,0.2,0.0,0.0,0.0,F,S,Management,Bachelors
0.48389338494018297,0.2,0.3333333333333333,0.0,1.0,M,M,Clerical,Graduate Degree
0.7061928219563688,0.4,0.0,0.0,1.0,F,S,Management,Partial College
0.4549261083743842,0.0,0.3333333333333333,0.0,1.0,M,S,Clerical,Graduate Degree
0.4946692470091485,0.2,0.6666666666666666,0.0,1.0,F,M,Clerical,Bachelors
0.49258444757213227,0.4,0.0,0.0,0.0,F,S,Clerical,Graduate Degree
0.07796446164672763,0.0,0.0,0.0,0.0,M,S,Manual,Bachelors
0.7257125263898663,0.2,0.6666666666666666,0.0,1.0,F,M,Management,Bachelors
0.739109781843772,0.4,0.0,0.0,0.0,F,S,Management,Graduate Degree
0.25361541168191415,0.2,0.3333333333333333,0.3333333333333333,0.0,M,M,Skilled Manual,Bachelors
0.0062895847994370035,0.0,0.0,0.0,0.0,F,S,Manual,High School
0.7641361717100633,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,M,M,Management,Graduate Degree
0.4935520760028149,0.6000000000000001,0.3333333333333333,0.3333333333333333,1.0,F,M,Clerical,Graduate Degree
0.23239795918367348,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.25262139338494016,0.0,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.7063775510204081,0.2,0.0,0.0,1.0,M,S,Management,Bachelors
0.25678219563687543,0.4,0.0,0.0,0.0,F,S,Skilled Manual,Partial College
0.5076442646023926,0.4,0.0,0.0,0.0,M,M,Clerical,Bachelors
0.9640570021111893,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Professional,Graduate Degree
0.23786945812807883,0.0,0.6666666666666666,0.0,1.0,F,M,Skilled Manual,Bachelors
0.5222730471498944,0.0,0.0,0.0,1.0,F,S,Clerical,Bachelors
0.09851337086558762,0.0,0.0,0.0,0.0,F,S,Manual,High School
0.5227920478536242,0.6000000000000001,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.4788177339901478,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Bachelors
0.2317733990147783,0.0,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Graduate Degree
0.2668279380717804,0.2,0.6666666666666666,0.3333333333333333,1.0,F,M,Skilled Manual,Graduate Degree
0.4860573539760732,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.04232934553131598,0.0,0.0,0.0,0.0,F,M,Manual,High School
0.5125791695988741,0.4,0.6666666666666666,0.0,1.0,M,M,Clerical,Partial College
0.713951442646024,0.4,0.0,0.0,0.0,F,S,Management,Bachelors
0.31248240675580574,0.0,0.6666666666666666,0.3333333333333333,0.0,F,M,Skilled Manual,Graduate Degree
0.7538265306122449,0.4,0.0,0.0,1.0,M,S,Management,Bachelors
0.24779204785362421,0.0,0.3333333333333333,0.0,1.0,M,M,Skilled Manual,Bachelors
0.2800316678395496,0.2,0.0,0.0,0.0,F,M,Skilled Manual,High School
0.3153764954257565,0.4,0.0,0.0,0.0,M,S,Skilled Manual,Bachelors
0.4544598874032372,0.2,0.0,0.0,0.0,F,S,Clerical,High School
0.2390218156228008,0.4,0.0,0.0,0.0,M,M,Skilled Manual,High School
0.9263546798029557,0.4,0.6666666666666666,0.0,1.0,M,M,Professional,Bachelors
0.2984078114004223,0.0,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.2514954257565095,0.0,0.3333333333333333,0.3333333333333333,1.0,M,M,Skilled Manual,High School
0.47608198451794514,0.4,0.6666666666666666,0.3333333333333333,1.0,F,M,Clerical,Partial College
0.9068085855031668,0.2,0.6666666666666666,0.0,1.0,F,M,Professional,Bachelors
0.23053307529908515,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.2379398311048557,0.4,0.0,0.0,1.0,F,S,Skilled Manual,Partial College
0.040605207600281495,0.0,0.0,0.0,0.0,M,S,Manual,High School
0.0005277973258268898,0.2,0.3333333333333333,0.3333333333333333,1.0,F,M,Manual,Partial High School
0.9747976776917663,0.4,0.6666666666666666,0.3333333333333333,1.0,M,M,Professional,Bachelors
0.22797325826882478,0.0,0.0,0.0,0.0,F,S,Skilled Manual,Bachelors
0.9595443349753695,0.4,0.0,0.0,1.0,M,S,Professional,Bachelors
0.28945285010555943,0.4,0.0,0.0,0.0,M,M,Skilled Manual,Partial College
0.46410098522167487,0.6000000000000001,0.6666666666666666,0.3333333333333333,1.0,M,M,Clerical,Partial College
0.0212350457424349,0.0,0.6666666666666666,0.3333333333333333,0.0,M,M,Manual,Graduate Degree
0.0517241379310345,0.0,0.0,0.0,0.0,M,S,Manual,Partial High School
0.9471147079521464,0.4,0.6666666666666666,0.6666666666666666,1.0,F,M,Professional,Graduate Degree
0.5323539760731879,0.2,0.0,0.0,0.0,M,S,Clerical,High School
0.46552603800140746,0.0,0.0,0.0,0.0,F,S,Clerical,High School
0.9376055594651654,0.4,0.0,0.0,1.0,M,M,Professional,Graduate Degree
0.6847818437719916,0.4,0.0,0.0,1.0,F,M,Management,Bachelors
0.09580401125967627,0.0,0.0,0.0,0.0,M,S,Manual,Partial High School
0.4855471498944406,0.4,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.2551724137931034,0.2,0.3333333333333333,0.0,1.0,F,M,Skilled Manual,Bachelors
0.24881245601688948,0.2,0.6666666666666666,0.3333333333333333,1.0,M,M,Skilled Manual,Partial College
0.9910186488388458,0.4,0.6666666666666666,0.6666666666666666,1.0,M,M,Professional,Bachelors
0.49026213933849405,0.4,0.0,0.0,0.0,F,S,Clerical,Bachelors
0.7518648838845883,0.0,0.6666666666666666,0.0,1.0,M,M,Management,Bachelors
0.26052076002814917,0.4,0.6666666666666666,0.0,1.0,M,M,Skilled Manual,Partial College
